,marketing_score,competition_index,customer_satisfaction,purchasing_power_index,weather_condition,tech_event,5g_phase,store_traffic,public_transport,city,jPhone_Pro_revenue,Kaggle_Pixel_5_revenue,Planet_SX_revenue
2020-08-02,80.27,,69.24,87.42,Good,None,Early-5G,0.4,Hub,Marseille,57165.02,26551.27,14123.47
2020-08-03,80.16,28.17,69.24,87.35,Good,None,Early-5G,-0.02,Poor,Marseille,28340.77,16495.6,9360.22
2020-08-04,80.05,27.83,69.24,87.27,Good,None,Early-5G,0.18,Limited,Marseille,32514.55,19119.09,7821.22
2020-08-05,79.94,27.47,69.24,87.2,Good,None,Early-5G,0.45,Hub,Marseille,41929.32,18484.22,10449.0
2020-08-06,79.83,27.09,69.25,87.13,Moderate,None,Early-5G,-0.68,Hub,Marseille,31538.45,16293.21,8565.81
2020-08-07,79.72,26.7,69.25,87.06,Good,None,Early-5G,0.27,Hub,Marseille,31522.01,17917.46,8623.61
2020-08-08,79.61,26.28,69.25,86.99,Moderate,None,Early-5G,0.12,Poor,Marseille,49276.37,25307.79,13680.61
2020-08-09,79.5,25.85,69.25,86.92,Good,None,Early-5G,-0.32,Good,Marseille,48695.01,24030.73,
2020-08-10,79.4,,69.25,86.86,Moderate,None,Early-5G,-0.53,Limited,Marseille,25782.73,12604.29,5694.03
2020-08-11,79.29,24.96,69.26,86.79,Good,None,Early-5G,0.08,Hub,Marseille,30660.16,13021.86,6496.9
2020-08-12,79.19,24.5,69.26,86.72,Good,None,Early-5G,-0.15,Hub,Marseille,36031.63,15647.3,9664.2
2020-08-13,79.09,24.04,69.26,86.66,Good,None,Early-5G,0.55,Good,Marseille,31549.03,17990.29,9685.45
2020-08-14,78.99,23.57,69.26,86.6,Good,None,Early-5G,0.86,Hub,Marseille,37341.83,16609.33,9464.62
2020-08-15,78.89,23.1,69.27,86.53,Good,None,Early-5G,-0.11,Hub,Marseille,56252.38,20633.37,11794.27
2020-08-16,78.8,22.63,69.27,86.47,Moderate,None,Early-5G,0.48,Hub,Marseille,48666.43,19839.31,11948.69
2020-08-17,78.7,22.17,69.27,86.41,Good,None,Early-5G,0.41,Good,Marseille,32738.67,11498.96,6967.29
2020-08-18,78.61,21.71,69.27,86.35,Good,None,Early-5G,-0.47,Hub,Marseille,23374.25,12604.8,7518.93
2020-08-19,78.52,21.25,69.27,86.29,Good,None,Early-5G,0.9,Poor,Marseille,32015.17,11563.33,9782.37
2020-08-20,78.43,20.81,69.28,,Good,None,Early-5G,-0.42,Good,Marseille,42486.11,15189.61,
2020-08-21,78.34,20.38,69.28,86.18,Good,None,Early-5G,1.08,Good,Marseille,51798.37,16776.74,8540.42
2020-08-22,78.25,19.97,69.28,86.13,Moderate,None,Early-5G,0.16,Limited,Marseille,62627.56,19359.54,11535.82
2020-08-23,78.17,19.57,69.28,86.07,Moderate,None,Early-5G,0.45,Hub,Marseille,40255.22,20019.33,10981.18
2020-08-24,78.09,19.19,69.29,86.02,Good,None,Early-5G,-0.43,Good,Marseille,29159.27,12196.24,7467.85
2020-08-25,78.01,18.83,69.29,85.97,Good,None,Early-5G,0.13,Hub,Marseille,23696.2,11109.11,6162.73
2020-08-26,77.93,18.5,69.29,85.92,Good,None,Early-5G,-0.35,Hub,Marseille,37667.54,13926.9,8569.92
2020-08-27,77.85,18.18,69.29,85.87,Good,None,Early-5G,0.58,Hub,Marseille,29343.15,15682.39,7099.49
2020-08-28,77.77,17.89,69.29,85.82,Good,None,Early-5G,0.63,Hub,Marseille,32361.2,16888.11,6858.88
2020-08-29,77.7,17.63,69.3,85.77,Moderate,None,Early-5G,0.58,Limited,Marseille,41563.27,19419.1,
2020-08-30,77.63,17.39,69.3,85.73,Good,None,Early-5G,-0.86,Hub,Marseille,50517.76,17031.77,11012.5
2020-08-31,77.56,17.19,69.3,85.68,Good,None,Early-5G,0.83,Hub,Marseille,24006.64,12204.92,6094.44
2020-09-01,77.49,17.01,,85.64,Moderate,None,Early-5G,0.15,Poor,Marseille,,17855.39,9952.36
2020-09-02,77.43,16.87,69.31,85.6,Good,None,Early-5G,0.26,Hub,Marseille,37749.26,21505.55,12284.93
2020-09-03,77.36,,69.31,85.56,Moderate,None,Early-5G,0.23,Hub,Marseille,39769.66,19336.97,10109.73
2020-09-04,77.3,16.67,69.31,85.52,Moderate,None,Early-5G,-0.24,Poor,Marseille,48627.83,20577.75,
2020-09-05,77.24,16.62,69.31,85.48,Good,None,Early-5G,-0.94,Limited,Marseille,55666.4,27329.95,11378.6
2020-09-06,77.19,16.61,69.31,85.45,Good,None,Early-5G,-0.91,Good,Marseille,55444.06,,13340.91
2020-09-07,77.13,16.62,69.32,85.41,Good,None,Early-5G,-0.45,Limited,Marseille,37757.4,,9756.03
2020-09-08,77.08,16.67,69.32,85.38,Moderate,None,Early-5G,0.3,Limited,Marseille,34047.1,,7643.38
2020-09-09,77.03,16.75,69.32,85.35,Good,None,Early-5G,0.24,Hub,Marseille,40845.28,,10198.94
2020-09-10,76.98,16.87,69.32,85.32,Moderate,None,Early-5G,0.61,Good,Marseille,37716.52,,9297.05
2020-09-11,76.93,17.01,69.33,85.29,Moderate,None,Early-5G,0.19,Hub,Marseille,38311.98,22265.99,10620.25
2020-09-12,76.89,17.19,69.33,85.26,Good,None,Early-5G,0.12,Hub,Marseille,27791.96,24795.58,15344.95
2020-09-13,76.84,17.39,69.33,85.23,Moderate,None,Early-5G,0.14,Hub,Marseille,26855.46,23296.24,11845.25
2020-09-14,76.8,17.63,69.33,85.21,Moderate,None,Early-5G,0.36,Poor,Marseille,,16623.74,8463.62
2020-09-15,76.77,17.89,69.33,85.18,Moderate,Major Launch,Early-5G,0.6,Good,Marseille,50596.37,17281.1,9607.69
2020-09-16,76.73,18.18,69.34,85.16,Good,None,Early-5G,0.38,Hub,Marseille,44800.36,18783.87,10445.38
2020-09-17,76.7,18.5,69.34,85.14,Good,None,Early-5G,0.1,Hub,Marseille,40534.11,21164.17,11090.81
2020-09-18,76.67,18.83,69.34,85.12,Moderate,None,Early-5G,0.54,Hub,Marseille,40428.72,21520.49,11018.03
2020-09-19,76.64,19.19,69.34,85.1,Good,None,Early-5G,0.42,Good,Marseille,51516.65,25080.88,14412.62
2020-09-20,76.61,19.57,69.34,85.09,Moderate,None,Early-5G,0.75,Hub,Marseille,50866.6,22926.82,
2020-09-21,76.59,19.97,69.35,85.07,Moderate,None,Early-5G,0.28,Limited,Marseille,32685.5,18224.18,
2020-09-22,76.57,20.38,69.35,85.06,Good,None,Early-5G,0.65,Hub,Marseille,28224.08,14325.47,
2020-09-23,76.55,20.81,69.35,85.04,Moderate,None,Early-5G,-1.01,Good,Marseille,39228.57,15267.36,5367.13
2020-09-24,76.53,21.25,69.35,85.03,Good,None,Early-5G,0.1,Hub,Marseille,38955.62,18364.81,5192.1
2020-09-25,76.51,21.71,69.36,85.02,Moderate,None,,-0.39,Good,Marseille,36096.17,21291.08,8891.27
2020-09-26,76.5,22.17,69.36,85.02,Moderate,None,Early-5G,0.7,Limited,Marseille,55484.22,23736.41,11803.47
2020-09-27,76.49,22.63,69.36,85.01,Good,None,Early-5G,0.44,Hub,Marseille,54907.07,14640.3,11004.15
2020-09-28,76.48,23.1,69.36,85.01,Moderate,None,Early-5G,0.3,Poor,Marseille,34923.26,8112.44,7192.74
2020-09-29,76.48,23.57,69.36,85.0,Moderate,None,Early-5G,0.8,Hub,Marseille,32598.0,8635.11,7452.23
2020-09-30,76.48,24.04,69.37,85.0,Moderate,None,Early-5G,-0.32,Limited,Marseille,30486.61,12769.62,8879.3
2020-10-01,76.47,24.5,69.37,85.0,Good,None,Early-5G,-0.44,Hub,Marseille,31534.92,16952.55,9520.58
2020-10-02,76.48,24.96,69.37,85.0,Good,None,Early-5G,-0.05,Good,Marseille,40061.38,22469.51,11099.6
2020-10-03,76.48,25.41,69.37,85.0,Good,None,Early-5G,0.53,Hub,Marseille,54265.8,24854.22,14080.14
2020-10-04,76.49,25.85,69.38,85.01,Good,None,Early-5G,-0.46,Hub,Marseille,60515.71,17484.3,12843.79
2020-10-05,76.5,26.28,69.38,85.01,Good,None,Early-5G,0.12,Hub,Marseille,27570.51,17259.61,7887.02
2020-10-06,76.51,26.7,69.38,85.02,Good,None,Early-5G,-0.15,Hub,Marseille,31507.86,27416.55,7022.88
2020-10-07,76.52,27.09,69.38,85.03,Moderate,None,Early-5G,-0.29,Limited,Marseille,38392.51,38019.58,9197.22
2020-10-08,76.54,27.47,69.38,85.04,Good,None,Early-5G,-0.48,Good,Marseille,37691.75,36359.82,8470.63
2020-10-09,76.55,27.83,69.39,,Good,None,Early-5G,-0.02,Hub,Marseille,46270.6,16665.49,10287.82
2020-10-10,76.58,28.17,69.39,85.06,Good,None,Early-5G,-0.16,Poor,Marseille,44815.21,24739.4,14152.3
2020-10-11,76.6,28.49,69.39,85.08,Moderate,None,Early-5G,0.08,Hub,Marseille,48031.32,22123.79,10679.9
2020-10-12,76.62,28.77,69.39,85.09,Good,None,Early-5G,-0.0,Hub,Marseille,32302.19,11784.22,8397.15
2020-10-13,76.65,29.04,69.4,85.11,Good,None,Early-5G,-0.31,Poor,Marseille,32543.73,15315.31,7085.52
2020-10-14,76.68,29.27,69.4,85.13,Good,None,Early-5G,0.43,Limited,Marseille,33724.51,19858.82,7978.0
2020-10-15,76.71,29.48,69.4,85.15,Moderate,None,Early-5G,-0.56,Good,Marseille,33327.64,16874.91,9486.9
2020-10-16,76.75,29.65,69.4,85.17,Moderate,None,Early-5G,-0.52,Hub,Marseille,39835.72,15266.2,9230.63
2020-10-17,76.79,29.8,69.4,85.19,Moderate,None,,-0.39,Hub,Marseille,36761.58,20731.27,12506.77
2020-10-18,76.82,29.91,69.41,85.22,Good,None,Early-5G,0.18,Hub,Marseille,53800.98,25348.31,13358.24
2020-10-19,76.87,29.99,69.41,85.24,Moderate,None,Early-5G,0.05,Limited,Marseille,30773.88,14745.31,7587.55
2020-10-20,76.91,30.04,69.41,85.27,Moderate,None,Early-5G,0.57,Hub,Marseille,25694.68,15535.96,7607.84
2020-10-21,76.96,30.06,,85.3,Good,None,Early-5G,-0.41,Poor,Marseille,38977.81,16613.21,8084.34
2020-10-22,77.0,30.04,69.41,85.33,Good,None,Early-5G,0.41,Hub,Marseille,35429.2,19583.15,9140.54
2020-10-23,77.06,29.99,69.42,85.36,Good,None,Early-5G,-0.23,Hub,Marseille,41419.39,17700.31,12512.8
2020-10-24,77.11,29.91,69.42,85.4,Moderate,,Early-5G,0.41,Hub,Marseille,45844.85,27011.76,9959.32
2020-10-25,77.16,29.8,69.42,85.43,Good,None,Early-5G,-0.22,Hub,Marseille,52021.28,25504.8,8488.84
2020-10-26,77.22,29.65,69.42,85.46,Moderate,None,Early-5G,1.82,Good,Marseille,28722.06,16699.05,6606.6
2020-10-27,77.28,29.48,69.43,85.5,Good,None,Early-5G,0.07,Hub,Marseille,38358.77,18384.56,9595.43
2020-10-28,77.34,29.27,69.43,85.54,Good,None,,0.64,Hub,Marseille,,18588.51,9408.81
2020-10-29,77.41,29.04,69.43,85.58,Good,None,Early-5G,0.43,Good,Marseille,40723.95,20486.35,9372.55
2020-10-30,74.14,28.77,69.43,85.62,Moderate,None,Early-5G,0.48,Hub,Marseille,5854.06,7816.05,5305.44
2020-10-31,70.88,28.49,69.43,85.66,Good,None,Early-5G,-1.15,Limited,Marseille,,15359.63,9513.21
2020-11-01,67.61,28.17,69.44,85.71,Good,None,Early-5G,-0.03,Hub,Marseille,20659.61,13630.35,9963.43
2020-11-02,64.35,27.83,69.44,85.75,Moderate,None,Early-5G,0.87,Hub,Marseille,0.0,3077.68,3110.46
2020-11-03,61.08,27.47,69.44,85.8,Moderate,None,Early-5G,-0.06,Hub,Marseille,0.0,2499.69,2127.63
2020-11-04,57.81,27.09,69.44,85.84,Good,None,Early-5G,0.47,Hub,Marseille,2719.7,7173.97,5083.1
2020-11-05,54.54,26.7,69.45,85.89,Moderate,None,Early-5G,-0.03,Poor,Marseille,11.12,5188.29,3715.75
2020-11-06,54.59,,69.45,85.94,Good,None,Early-5G,0.3,Limited,Marseille,5874.19,7909.15,5458.85
2020-11-07,54.65,25.85,69.45,85.99,Good,None,Early-5G,0.51,Poor,Marseille,16347.76,11564.44,9213.08
2020-11-08,54.71,25.41,69.45,86.05,Good,None,Early-5G,0.69,Limited,Marseille,14780.21,13170.05,8932.91
2020-11-09,54.77,24.96,69.45,86.1,Moderate,None,Early-5G,-0.17,Hub,Marseille,0.0,3324.6,3176.0
2020-11-10,54.83,24.5,69.46,86.15,Good,None,Early-5G,0.79,Limited,Marseille,0.0,4611.01,3261.58
2020-11-11,54.9,24.04,69.46,86.21,Good,None,,-0.39,Good,Marseille,4186.69,7284.56,5105.08
2020-11-12,54.96,23.57,69.46,86.27,Good,None,Early-5G,0.19,Hub,Marseille,4694.3,8742.85,5147.49
2020-11-13,55.03,23.1,69.46,86.32,Good,,Early-5G,-0.11,Hub,Marseille,9223.17,9922.2,5584.26
2020-11-14,55.09,22.63,69.47,86.38,Good,None,Early-5G,1.37,Hub,Marseille,17892.91,16723.05,8883.83
2020-11-15,55.16,22.17,69.47,86.44,Good,None,Early-5G,0.11,Good,Marseille,18730.41,,7766.89
2020-11-16,55.23,21.71,69.47,86.5,Good,None,Early-5G,0.45,Hub,Marseille,1561.61,5704.22,4608.09
2020-11-17,55.3,21.25,69.47,86.56,Moderate,None,Early-5G,0.55,Hub,Marseille,0.0,3939.89,3081.33
2020-11-18,55.38,20.81,69.47,86.63,Moderate,None,Early-5G,-0.26,Limited,Marseille,5897.51,7115.32,5013.24
2020-11-19,55.45,20.38,69.48,86.69,Moderate,,Early-5G,0.08,Hub,Marseille,5938.45,7323.48,4430.64
2020-11-20,55.52,19.97,69.48,86.76,Moderate,None,Early-5G,-0.52,Hub,Marseille,8059.93,10015.82,6640.26
2020-11-21,55.6,19.57,69.48,86.82,Good,None,Early-5G,-0.73,Hub,Marseille,25043.35,21234.71,9775.91
2020-11-22,55.68,19.19,69.48,86.89,Moderate,None,Early-5G,0.74,Good,Marseille,,16492.71,
2020-11-23,55.75,18.83,69.49,86.96,Moderate,None,Early-5G,-0.1,Hub,Marseille,1351.89,5785.67,5014.96
2020-11-24,55.83,18.5,69.49,87.03,Good,None,Early-5G,0.75,Hub,Marseille,3250.32,7086.02,5249.18
2020-11-25,55.91,18.18,69.49,87.1,Moderate,None,Early-5G,0.73,Good,Marseille,7781.64,9233.02,4388.92
2020-11-26,55.99,17.89,69.49,87.17,Good,None,Early-5G,-1.27,Poor,Marseille,9844.8,10512.83,7277.69
2020-11-27,56.07,17.63,69.49,87.24,Good,None,Early-5G,-0.76,Poor,Marseille,15784.51,11676.3,7446.92
2020-11-28,56.16,17.39,69.5,87.31,Good,None,Early-5G,-0.48,Limited,Marseille,21873.76,20111.51,10299.71
2020-11-29,56.24,17.19,69.5,87.38,Good,None,Early-5G,1.01,Hub,Marseille,25598.25,15895.19,12010.73
2020-11-30,56.33,17.01,69.5,87.46,Moderate,None,Early-5G,0.1,Good,Marseille,4419.8,6940.54,5325.52
2020-12-01,56.41,16.87,69.5,87.53,Bad,None,Early-5G,0.22,Hub,Marseille,1294.89,6815.02,4890.3
2020-12-02,56.5,16.75,69.5,87.61,Bad,None,Early-5G,-0.48,Hub,Marseille,7400.85,10313.56,5993.44
2020-12-03,56.59,16.67,69.51,87.68,Bad,None,Early-5G,0.3,Limited,Marseille,8862.57,9575.16,7520.1
2020-12-04,56.67,16.62,69.51,87.76,Moderate,None,Early-5G,-0.22,Limited,Marseille,14363.97,10576.56,7366.68
2020-12-05,56.76,16.61,69.51,87.84,Bad,None,Early-5G,0.22,Hub,Marseille,22983.09,15508.03,11025.51
2020-12-06,56.85,16.62,69.51,87.91,Bad,None,Early-5G,0.45,Hub,Marseille,20415.24,16381.59,10940.25
2020-12-07,56.94,16.67,69.52,87.99,Moderate,None,Early-5G,0.84,Limited,Marseille,8608.55,8500.96,
2020-12-08,57.03,16.75,69.52,88.07,Moderate,None,Early-5G,0.62,Hub,Marseille,6230.22,8728.69,6515.02
2020-12-09,57.13,16.87,69.52,88.15,Moderate,None,Early-5G,-0.67,Good,Marseille,12009.43,11448.45,7129.36
2020-12-10,57.22,17.01,69.52,88.23,Bad,None,Early-5G,-1.07,Hub,Marseille,11241.59,9567.29,6292.26
2020-12-11,57.31,17.19,69.52,88.31,Moderate,None,Early-5G,-0.47,Limited,Marseille,16786.77,14953.06,10113.02
2020-12-12,57.41,17.39,69.53,88.39,Moderate,None,Early-5G,0.32,Hub,Marseille,30420.1,17454.84,11249.24
2020-12-13,57.5,17.63,69.53,88.48,Moderate,None,Early-5G,-0.4,Hub,Marseille,26550.85,20129.88,10256.0
2020-12-14,57.6,17.89,69.53,88.56,Bad,None,Early-5G,0.54,Good,Marseille,7209.43,8392.14,5943.46
2020-12-15,57.69,18.18,69.53,88.64,Bad,None,Early-5G,0.25,Hub,Marseille,5190.76,8536.85,6221.32
2020-12-16,61.35,18.5,69.54,88.72,Moderate,None,Early-5G,-0.06,Good,Marseille,52379.41,22324.26,13564.19
2020-12-17,65.0,18.83,69.54,88.81,Bad,None,Early-5G,-0.05,Hub,Marseille,54426.66,26746.22,11333.47
2020-12-18,68.67,19.19,69.54,88.89,Moderate,None,Early-5G,-0.68,Poor,Marseille,55813.9,17968.08,15919.49
2020-12-19,72.34,19.57,69.54,88.97,Moderate,None,Early-5G,0.31,Hub,Marseille,70720.18,31653.77,
2020-12-20,76.02,19.97,69.54,89.06,Bad,None,Early-5G,-0.23,Hub,Marseille,57034.94,34150.46,18923.51
2020-12-21,79.71,20.38,69.55,89.14,Moderate,None,Early-5G,-0.88,Good,Marseille,50325.33,22216.74,13458.82
2020-12-22,83.4,20.81,69.55,89.23,Bad,None,Early-5G,-0.78,Hub,Marseille,59734.23,18838.29,12901.11
2020-12-23,83.54,21.25,69.55,89.31,Moderate,None,Early-5G,-0.58,Hub,Marseille,52942.94,31304.32,14803.74
2020-12-24,83.68,21.71,69.55,89.4,Moderate,None,Early-5G,0.73,Hub,Marseille,62352.43,27338.23,14262.84
2020-12-25,83.82,22.17,69.56,89.48,Moderate,None,Early-5G,0.49,Hub,Marseille,55028.06,28625.61,14971.2
2020-12-26,83.97,,69.56,89.57,Bad,None,Early-5G,0.81,Hub,Marseille,70835.83,27548.64,18449.68
2020-12-27,84.11,23.1,69.56,89.66,Moderate,None,Early-5G,-0.19,Hub,Marseille,81581.23,37571.98,16753.56
2020-12-28,84.25,23.57,69.56,89.74,Bad,None,Early-5G,0.04,Hub,Marseille,50164.14,22312.18,12913.27
2020-12-29,84.4,24.04,69.56,89.83,Bad,None,Early-5G,0.63,Hub,Marseille,45470.52,28555.37,14930.49
2020-12-30,84.54,24.5,69.57,89.91,Moderate,None,Early-5G,0.34,Poor,Marseille,62464.53,31762.06,12416.97
2020-12-31,84.69,24.96,69.57,90.0,Moderate,None,Early-5G,-0.53,Hub,Marseille,53130.68,31312.39,15903.81
2021-01-01,84.83,25.41,69.57,90.09,Bad,None,Early-5G,-0.56,Limited,Marseille,57982.52,33595.63,15626.11
2021-01-02,84.98,25.85,69.57,90.17,Bad,None,Early-5G,-0.04,Hub,Marseille,73654.86,39588.4,
2021-01-03,85.12,26.28,69.57,90.26,Moderate,None,Early-5G,0.06,Good,Marseille,83621.74,41606.78,19434.57
2021-01-04,85.27,26.7,69.58,90.34,Bad,None,Early-5G,-0.05,Limited,Marseille,55261.46,27974.68,13082.88
2021-01-05,85.41,27.09,69.58,90.43,Moderate,None,Early-5G,-0.71,Hub,Marseille,51394.04,26252.17,13731.69
2021-01-06,85.55,27.47,69.58,90.52,Moderate,None,Early-5G,-0.93,Hub,Marseille,61150.42,29544.74,13214.0
2021-01-07,85.7,27.83,69.58,90.6,Bad,None,Early-5G,0.69,Limited,Marseille,62910.88,32925.03,16719.91
2021-01-08,85.84,28.17,69.59,90.69,Moderate,None,Early-5G,-1.24,Good,Marseille,69608.62,37967.45,14610.9
2021-01-09,85.99,28.49,69.59,90.77,Moderate,None,Early-5G,0.69,Hub,Marseille,,,18684.41
2021-01-10,86.13,28.77,69.59,90.86,Moderate,None,Early-5G,0.34,Hub,Marseille,,37052.46,19394.83
2021-01-11,86.27,29.04,69.59,90.94,Moderate,None,Early-5G,-0.14,Hub,Marseille,49367.0,32685.2,18712.98
2021-01-12,86.42,29.27,69.59,91.03,Moderate,None,Early-5G,0.55,Limited,Marseille,55418.95,32570.58,14734.7
2021-01-13,86.56,29.48,69.6,91.11,Moderate,None,Early-5G,1.01,Hub,Marseille,66067.2,27137.59,21231.1
2021-01-14,86.7,29.65,69.6,91.19,Moderate,None,Early-5G,0.11,Good,Marseille,62140.65,29518.98,19960.94
2021-01-15,86.84,29.8,69.6,91.28,Moderate,None,Early-5G,0.52,Poor,Marseille,69264.84,30480.66,17424.1
2021-01-16,,29.91,69.6,91.36,Bad,None,Early-5G,-0.13,Poor,Marseille,,27937.27,19734.76
2021-01-17,87.13,29.99,69.61,91.44,Bad,None,Early-5G,0.87,Hub,Marseille,,39767.3,18329.52
2021-01-18,87.27,30.04,69.61,91.52,Moderate,None,Early-5G,-0.26,Hub,Marseille,,26815.75,15951.72
2021-01-19,87.41,30.06,69.61,91.61,Bad,None,Early-5G,-0.96,Good,Marseille,58623.68,25394.12,15025.35
2021-01-20,87.55,30.04,69.61,91.69,Bad,None,Early-5G,0.42,Limited,Marseille,66092.91,33178.01,17300.69
2021-01-21,87.68,29.99,69.61,91.77,Bad,None,Early-5G,-0.12,Hub,Marseille,58128.28,26903.08,14771.74
2021-01-22,87.82,29.91,69.62,91.85,Moderate,None,Early-5G,0.04,Limited,Marseille,63866.5,33188.49,20609.48
2021-01-23,87.96,29.8,69.62,91.93,Bad,None,Early-5G,0.56,Good,Marseille,68501.14,32843.08,21848.2
2021-01-24,88.1,29.65,69.62,92.01,Moderate,None,Early-5G,1.12,Poor,Marseille,99396.86,41997.1,20374.63
2021-01-25,88.23,29.48,69.62,92.09,Moderate,None,Early-5G,0.14,Poor,Marseille,47679.99,33720.11,17248.12
2021-01-26,88.37,29.27,69.63,92.16,Moderate,,Early-5G,0.26,Hub,Marseille,50400.09,27989.21,17232.38
2021-01-27,88.5,29.04,69.63,92.24,Bad,None,Early-5G,0.0,Hub,Marseille,58217.36,32980.84,18479.17
2021-01-28,88.63,28.77,69.63,92.32,Moderate,None,Early-5G,0.12,Good,Marseille,60421.13,18562.52,18786.3
2021-01-29,88.76,28.49,69.63,92.39,Moderate,None,Early-5G,0.11,Hub,Marseille,71172.59,22999.85,21710.15
2021-01-30,88.89,28.17,69.63,92.47,Bad,None,Early-5G,0.11,Limited,Marseille,81034.61,25930.1,22790.14
2021-01-31,89.02,27.83,69.64,92.54,Bad,None,Early-5G,-0.39,Hub,Marseille,75648.09,24434.57,23570.72
2021-02-01,89.15,27.47,69.64,92.62,Bad,None,Early-5G,0.69,Hub,Marseille,54343.95,30307.95,
2021-02-02,89.28,27.09,69.64,92.69,Moderate,None,Early-5G,0.01,Hub,Marseille,69933.96,35266.87,15626.1
2021-02-03,89.4,26.7,69.64,92.76,Moderate,None,Early-5G,0.48,Good,Marseille,67250.51,30040.24,21556.77
2021-02-04,89.53,26.28,69.65,92.83,Moderate,None,Early-5G,0.23,Hub,Marseille,68926.52,25912.82,21145.53
2021-02-05,89.65,25.85,69.65,92.9,Moderate,None,Early-5G,0.45,Good,Marseille,86894.02,33375.11,17267.85
2021-02-06,89.78,25.41,69.65,92.97,Bad,None,Early-5G,-0.38,Good,Marseille,,40696.44,23785.34
2021-02-07,89.9,24.96,69.65,93.04,Moderate,None,Early-5G,-0.01,Hub,Marseille,,44372.36,25046.33
2021-02-08,90.02,24.5,69.65,93.11,Moderate,None,Early-5G,0.19,Hub,Marseille,,28208.03,14275.2
2021-02-09,90.14,24.04,69.66,93.18,Moderate,None,Early-5G,1.18,Hub,Marseille,,32140.17,22091.6
2021-02-10,90.25,23.57,69.66,93.24,Moderate,None,Early-5G,0.89,Hub,Marseille,,41749.63,18080.26
2021-02-11,90.37,23.1,69.66,93.31,Moderate,None,Early-5G,0.55,Good,Marseille,,40635.09,23331.91
2021-02-12,90.48,22.63,69.66,93.37,Moderate,None,Early-5G,0.58,Hub,Marseille,77548.81,40861.54,21652.52
2021-02-13,90.59,22.17,69.66,93.44,Moderate,None,Early-5G,0.01,Hub,Marseille,,37961.33,25209.16
2021-02-14,90.71,21.71,69.67,93.5,Moderate,None,Early-5G,1.86,Hub,Marseille,68119.76,47393.96,21258.37
2021-02-15,90.81,21.25,69.67,93.56,Moderate,None,Early-5G,-0.33,Good,Marseille,75390.74,34928.27,19126.19
2021-02-16,90.92,20.81,69.67,93.62,Moderate,None,Early-5G,0.81,Poor,Marseille,73288.99,34232.38,20448.24
2021-02-17,91.03,20.38,69.67,93.68,Moderate,None,Early-5G,0.87,Hub,Marseille,71212.7,36727.7,22746.23
2021-02-18,91.13,19.97,69.68,,Moderate,None,Early-5G,0.16,Good,Marseille,72469.01,35581.28,21784.04
2021-02-19,91.24,19.57,69.68,93.79,Moderate,None,Early-5G,0.57,Hub,Marseille,81264.88,39864.74,20911.69
2021-02-20,91.34,19.19,69.68,93.85,Moderate,None,Early-5G,-0.25,Poor,Marseille,,53811.76,26796.5
2021-02-21,91.44,18.83,69.68,93.9,Moderate,None,Early-5G,0.37,Hub,Marseille,92326.66,,25760.4
2021-02-22,91.53,18.5,69.68,93.95,Moderate,None,Early-5G,0.85,Hub,Marseille,,37709.86,21241.18
2021-02-23,91.63,18.18,69.69,94.01,Moderate,None,Early-5G,0.19,Hub,Marseille,59177.98,31535.34,18192.0
2021-02-24,,17.89,69.69,94.06,Moderate,None,Early-5G,0.63,Good,Marseille,84572.31,43002.22,17589.61
2021-02-25,91.82,17.63,69.69,94.11,Moderate,None,Early-5G,0.5,Poor,Marseille,76716.6,46373.15,22323.13
2021-02-26,91.91,17.39,69.69,94.16,Moderate,None,Early-5G,0.26,Hub,Marseille,77030.03,36656.64,21890.1
2021-02-27,91.99,17.19,69.7,94.2,Moderate,None,Early-5G,0.39,Hub,Marseille,,39124.9,22731.27
2021-02-28,92.08,17.01,69.7,94.25,Moderate,None,Early-5G,-0.77,Limited,Marseille,92003.88,44859.54,25452.58
2021-03-01,92.17,16.87,69.7,94.29,Good,None,Early-5G,0.19,Good,Marseille,71520.06,33827.74,34747.93
2021-03-02,92.25,16.75,69.7,94.34,Moderate,None,Early-5G,1.0,Limited,Marseille,78409.77,31793.51,25664.47
2021-03-03,92.33,16.67,69.7,94.38,Good,None,Early-5G,-0.23,Hub,Marseille,97988.13,38639.69,35505.16
2021-03-04,92.41,16.62,69.71,94.42,Good,None,Early-5G,0.64,Hub,Marseille,99576.29,38870.37,32178.94
2021-03-05,92.48,16.61,69.71,94.46,Good,None,Early-5G,0.25,Limited,Marseille,86412.98,45249.37,20983.5
2021-03-06,92.56,16.62,69.71,94.5,Good,None,Early-5G,1.03,Hub,Marseille,96587.75,47167.44,24220.48
2021-03-07,92.63,16.67,69.71,94.54,Good,None,Early-5G,0.7,Limited,Marseille,101158.63,45899.35,23835.93
2021-03-08,92.7,16.75,69.72,94.57,Moderate,None,Early-5G,-0.35,Hub,Marseille,81969.69,39010.17,19248.31
2021-03-09,92.77,16.87,69.72,94.6,Good,None,Early-5G,0.31,Limited,Marseille,77264.7,34752.44,23197.24
2021-03-10,92.84,17.01,69.72,94.64,Good,None,Early-5G,0.22,Limited,Marseille,88175.61,40203.65,23833.88
2021-03-11,92.9,17.19,69.72,94.67,Good,None,Early-5G,-0.68,Hub,Marseille,79497.51,45391.48,
2021-03-12,92.96,17.39,69.72,94.7,Moderate,None,Early-5G,0.13,Hub,Marseille,78174.39,36104.8,25795.26
